"id","ruc","razon_social","cod_unidad","departamento","provincia","distrito","direccion","estado","created_at","updated_at"
"1086","20397932886","UNIDAD DE GESTION EDUCATIVA LOCAL SANTIAGO DE CHUCO","840","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","CAL. SAN MARTIN NRO. 844",,,"2025-09-19 14:10:33"
"1087","20556048861","DIRECCION EJECUTIVA ANTIDROGAS - DIREJANDRO PNP","1343","LIMA","LIMA","SAN ISIDRO","JR. LOS CISNES NRO. 594 (ESQUINA CON ARAMBURU)",,,
"1088","20154470108","MUNICIPALIDAD DISTRITAL DE SAMEGUA","301484","MOQUEGUA","MARISCAL NIETO","SAMEGUA","AV. LOS INCAS NRO. S/N (FRENTE PLAZA)",,,
"1089","20181403064","MUNICIPALIDAD DISTRITAL DESAGUADERO","301634","PUNO","CHUCUITO","DESAGUADERO","JR. TAHUANTINSUYO NRO. 110 (FRENTE A LA PLAZA 02 DE MAYO)",,,
"1090","20603246510","SERVICIO DE ADMINISTRACION TRIBUTARIA DE JOSE LEONARDO ORTIZ","500318","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","CAL. JHON F KENNEDY NRO. 412 URB. BOLOGNESI",,,
"1091","20542068281","UNIVERSIDAD NACIONAL DE BARRANCA","1374","LIMA","BARRANCA","BARRANCA","AV. TORIBIO LUZURIAGA NRO. 376 URB. LA FLORIDA (MZ J - ANTES PARQUE Nº2 URB. LA FLORIDA)",,,
"1092","10441885844","RODRIGO CAÑAZACA LUSMI","10441885844","LIMA","LIMA","LIMA","-",,,"2025-04-15 15:05:24"
"1093","20153408191","MARINA DE GUERRA DEL PERÚ - TUMBES","471 - TUMBES","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-02-21 18:10:43"
"1094","20131369124","EJERCITO PERUANO - TREINTIDOS BRIGADA TRUJILLO","400023","LIMA","LIMA","SAN BORJA","AV. BOULEVARD NRO. SN (PTA NRO 1 PREGUNTAR POR OEE ANEXO 2810)",,,
"1095","20131369124","EJERCITO PERUANO - TREINTIDOS BRIGADA TRUJILLO","400023 - TRUJILLO","LIMA","LIMA","SAN BORJA","AV. BOULEVARD NRO. SN (PTA NRO 1 PREGUNTAR POR OEE ANEXO 2810)",,,
"1096","20131369477","INSTITUTO TECNOLOGICO DE LA PRODUCCION - ITP","194","LIMA","LIMA","SAN ISIDRO","AV. REPÚBLICA DE PANAMÁ OFICINA 501 NRO. 3418 URB. LIMATAMBO",,,"2025-04-15 17:16:03"
"1097","20153408191","MARINA DE GUERRA DEL PERÚ - COMANDANCIA DE LA FUERZA DE SUBMARINOS CALLAO","471 - COMANDANCIA DE LA FUERZA DE SUBMARINOS CALLAO","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-02-22 14:34:02"
"1098","20131369124","EJERCITO PERUANO - LAMBAYEQUE","400025 - LAMBAYEQUE","LIMA","LIMA","SAN BORJA","AV. BOULEVARD NRO. SN (PTA NRO 1 PREGUNTAR POR OEE ANEXO 2810)",,,"2025-02-25 21:59:56"
"1099","20131257750","SEGURO SOCIAL DE SALUD - RED ASISTENCIAL AYACUCHO","401619 - RED ASISTENCIAL AYACUCHO","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO. 120",,,"2025-11-12 23:06:58"
"1100","20131257750","SEGURO SOCIAL DE SALUD - RED ASISTENCIAL MADRE DE DIOS","401623-RED ASISTENCIAL MADRE DE DIOS","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO. 120",,,
"1101","20131369477","INSTITUTO TECNOLOGICO DE LA PRODUCCION - ICA","194 - ICA","LIMA","LIMA","SAN ISIDRO","AV. REPÚBLICA DE PANAMÁ OFICINA 501 NRO. 3418 URB. LIMATAMBO",,,
"1102","20131372427","MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES","301284","LIMA","LIMA","SAN MARTIN DE PORRES","CAR.ANCON NRO. K4.5",,,
"1103","20131373075","SERVICIO NACIONAL DE SANIDAD AGRARIA - ANCASH","157 - ANCASH","LIMA","LIMA","LA MOLINA","AV. LA MOLINA NRO. 1915",,,
"1104","20574742545","MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY","301852","AYACUCHO","HUAMANGA","ANDRES AVELINO CACERES","JR. LOS ROSALES NRO. 205 URB. JARDIN (PARQUE LAS BANDERAS)",,,
"1105","20525832334","HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2","1306","PIURA","PIURA","VEINTISEIS DE OCTUBRE","AV. GRAU-CHULUCANAS NRO. SN A.H. SAN MARTIN (ESQ GRAU CON CHULUCANAS)",,,"2025-03-01 15:35:34"
"1106","20153408191","MARINA DE GUERRA DEL PERU - PUNO","471 - PUNO","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1107","20153408191","MARINA DE GUERRA DEL PERU - ESCUELA NAVAL LA PUNTA CALLAO","471 - ESCUELA NAVAL LA PUNTA CALLAO","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-05-20 15:12:02"
"1108","20175083937","MUNICIPALIDAD PROVINCIAL SAN MARCOS","300642","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ","JR. LEONCIO PRADO NRO. 360",,,"2025-03-04 15:23:24"
"1109","20612750034","CORPORACION MEDICO E.I.R.L.","-","LIMA","LIMA","PUENTE PIEDRA","CAL.LAS PANCIANAS MZA. F LOTE. 33 A.F. VALLE CHILLON",,,
"1110","20604920192","UNIDAD EJECUTORA PROGRAMA NACIONAL DE CENTROS JUVENILES-PRONACEJ - PUCALLPA","1716","LIMA","LIMA","LINCE","JR. PEDRO CONDE NRO. 232 URB. LOBATON",,,
"1111","20131377810","SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION - CUSCO","179 - CUSCO","LIMA","LIMA","SAN BORJA","AV. DE LA POESIA NRO. 351 (ALT. CDRA 15 DE LA AV CANADA)",,,
"1112","20100027705","EMPRESA ELECTRICIDAD DEL PERU - ELECTROPERU S A - HUANCAYO","200044 - HUANCAYO","LIMA","LIMA","SAN JUAN DE MIRAFLORES","AV. PEDRO MIOTA NRO. 421 Z.I. SAN JUAN DE MIRAFLORES (ANTIGUA PANAMERICANA SUR)",,,"2025-03-18 20:35:29"
"1113","20163449669","EPS SEMAPACH S.A.","500146","ICA","CHINCHA","CHINCHA ALTA","CAL.ROSARIO NRO. 248",,,
"1114","20131369124","EJERCITO PERUANO - MOQUEGUA","400035 - MOQUEGUA","LIMA","LIMA","SAN BORJA","AV. BOULEVARD NRO. SN (PTA NRO 1 PREGUNTAR POR OEE ANEXO 2810)",,,
"1115","20608197037","MUNICIPALIDAD DISTRITAL DE SAN ANTONIO","301901","MOQUEGUA","MARISCAL NIETO","SAN ANTONIO","AV. CENTRAL MZA. D LOTE. 4 (FRENTE A LA PLAZA CENTRAL DE SAN ANTONIO)",,,"2025-03-11 22:57:47"
"1116","20607419826","INVERSIONES MAYERI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","-","HUANUCO","HUANUCO","HUANUCO","JR. GENERAL PRADO NRO. 656 INT. 2P HUANUCO",,,
"1117","20530630804","INMAPE S.R.LTDA","-","LIMA","LIMA","CARABAYLLO","CAL.CALLE 22 MZA. F LOTE. 3 URB. SANTO DOMINGO (EN LA 10 ETAPA)",,,
"1118","20609371804","VENTAS EXPRESS VG E.I.R.L.","-","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. NICOLAS DE PIEROLA NRO. 1003 URB. SANTA INES",,,
"1119","20479590983","UNIDAD DE GESTION EDUCATIVA - SAN IGNACIO","1168","CAJAMARCA","SAN IGNACIO","SAN IGNACIO","AV. CHILILIQUE NRO. 330 SEC. CHILILIQUE",,,
"1120","20609243750","CONSORCIO COMPUSUR E.I.R.L.","-","PUNO","CARABAYA","AYAPATA","CAL.AREQUIPA NRO. S/N",,,"2025-03-11 21:11:52"
"1121","20172619241","MUNICIPALIDAD DISTRITAL HUARMACA","301551","PIURA","HUANCABAMBA","HUARMACA","JR. GRAU NRO. S/N CENTRO CIVICO",,,
"1122","20503503639","PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL - LIMA","1078 - LIMA","LIMA","LIMA","LIMA","JR. ZORRITOS NRO. 1203",,,"2025-10-29 19:59:20"
"1123","20153408191","MARINA DE GUERRA DEL PERU - BASE NAVAL ANCÓN","471 - BASE NAVAL ANCÓN","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1124","20611797631","SERVICIO LOGISTICO WATUCHI E.I.R.L.","-","CUSCO","CUSCO","WANCHAQ","JR. CALCA MZA. H LOTE. 7-A URB. PROGRESO (FRENTE AL SALON COMUNAL)",,,"2025-11-08 00:02:42"
"1125","20602799973","RED DE SALUD PACHITEA","1696","HUANUCO","PACHITEA","PANAO","JR. UCAYALI CUADRA 5 NRO. S/N",,,
"1126","20454422415","SM SUMINISTROS - S.R.L.","-","AREQUIPA","AREQUIPA","MARIANO MELGAR","CAL.MADRID NRO. 325 URB. SANTA ROSA",,,
"1127","10440171791","RODRIGUEZ TAIPE ROSSMERY","10440171791",,,,,,,"2025-04-15 15:03:49"
"1128","20539910842","UNIDAD DE GESTION EDUCATIVA LOCAL N°02 - LA ESPERANZA","1486","LA LIBERTAD","TRUJILLO","LA ESPERANZA","CAL.EGIPTO S/N -SECTOR JERUSALEN, BARRIO 2 MZA. 3 LOTE. 16 P.J. LA ESPERANZA (ALTURA DEL CRUCE DE LA MUERTE)",,,
"1129","20526290390","PC PLANET NORTE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","-","PIURA","PIURA","PIURA","CAL. LORETO NRO. 658 CENTRO PIURA",,,"2025-07-22 15:06:39"
"1130","20153408191","MARINA DE GUERRA DEL PERÚ - ESTACIÓN NAVAL DE LA PERLA","471 - LA PERLA","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-03-14 22:46:07"
"1131","20153408191","MARINA DE GUERRA DEL PERU - DIRECCION DE ADMINISTRACIÓN DE PERSONAL","471 - DIREC ADM PERSONAL","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1132","20153408191","MARINA DE GUERRA DEL PERU - CAPITANIA Y GUARDACOSTAS","471 - CAPITANIA Y GUARDACOSTAS","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1133","20600739159","UNIDAD EJECUTORA ESCUELA NACIONAL SUPERIOR DE ARTE DRAMÁTICO ""GUILLERMO UGARTE CHAMORRO""","1636","LIMA","LIMA","MIRAFLORES","CAL.ESPERANZA NRO. 233 URB. MIRAFLORES",,,
"1134","20552503911","MG INVERSIONES GENERALES E.I.R.L.","-","CALLAO","CALLAO","CALLAO","MZA. A LOTE. 05 A.V. LAS PRADERAS DEL SOL 2DA ETAPA",,,"2025-09-08 15:30:16"
"1135","20479393568","UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS","1031","AMAZONAS","CHACHAPOYAS","CHACHAPOYAS","----CALLE HIGOS URCO NRO. 342 CALLE UNIVERSITARIA (CALLE UNIVERSITARIA)",,,
"1136","20601326541","BARGUZ SALUD S.A.C.","-","LAMBAYEQUE","CHICLAYO","CHICLAYO","AV. LA LIBERTAD NRO. 249 DPTO. 401 URB. SANTA VICTORIA (AL FRENTE DE TINTO Y PARRILLA)",,,
"1137","20263498853","GERCAR S.A.C.","-","LIMA","LIMA","LURIN","MZA. P LOTE. 5 URB. NUEVO LURIN",,,
"1138","20153408191","MARINA DE GUERRA DEL PERU-COMANDANCIA DE GUARDA COSTAS","471-COMANDANCIA DE GUARDA COSTAS","CALLLAO","PROVINCIA CONSTITUCIONAL DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1139","20350916700","OFICINA REGIONAL ORIENTE -INPE PUCALLPA","20","HUANUCO","HUANUCO","AMARILIS","JR. LOS JAZMINES NRO. 408 URB. PAUCARBAMBILLA (JR. JAZMINES 408-410-1ER PARQ.PAUCARB)",,,
"1140","20166728585","HOSPITAL REGIONAL DOCENTE DE CAJAMARCA","999","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. LARRY JHONSON NRO. SN (AV. LARRY JHONSON Y MARTIRES DE UCHURACA)",,,
"1141","10107926777","ESTREMADOYRO MORENO ALEXIS RAIMUNDO","-","-","-","-","-","1",,"2025-03-25 15:29:40"
"1142","20604920192","UNIDAD EJECUTORA PROGRAMA NACIONAL DE CENTROS JUVENILES-PRONACEJ -LAMBAYEQUE","1716","LIMA","LIMA","LINCE","JR. PEDRO CONDE NRO. 232 URB. LOBATON",,,
"1143","20131369710","MUNICIPALIDAD DE LA PERLA","300680","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","CAL.JUAN JOSE PARDO NRO. 598 URB. BENJAMIN DOIG LOSSIO",,,
"1144","20170327129","MUNICIPALIDAD DISTRITAL DE QUELLOUNO","300753","CUSCO","LA CONVENCION","QUELLOUNO","PLAZA DE ARMAS NRO. S/N POBLADO DE QUELLOUNO (JUNTO AL TEMPLO)",,,"2025-12-01 23:56:05"
"1145","20153408191","MARINA DE GUERRA DEL PERU-COMANDANCIA DE LA PRIMERA ZONA NAVAL","471-PIURA","CALLLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-03-28 14:24:53"
"1146","20147796715","MUNICIPALIDAD DISTRITAL ALTO DE ALIANZA","301779","TACNA","TACNA","ALTO DE LA ALIANZA","AV. PROLONG. GUSTAVO PINTO NRO. 1337 (PROLONGACION GUSTAVO PINTO)",,,"2025-03-29 00:17:33"
"1147","20527143200","GOBIERNO REGIONAL MADRE DE DIOS","875","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","JR. TUPAC AMARU NRO. 10G3 (ENTRE AV. ANDRES AVELINO Y ANDRES MALLEA)",,,
"1148","20404224809","DIRECCION REGIONAL DE EDUCACION SAN MARTIN","926","SAN MARTIN","MOYOBAMBA","MOYOBAMBA","JR. VARACADILLO NRO. 237",,,
"1149","20153408191","MARINA DE GUERRA DEL PERU","471- COMANDANCIA DE LA FUERZA DE INFANTERIA DE MARINA","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA",,,"2025-03-31 18:41:10"
"1150","20163109647","MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO","301235","LAMBAYEQUE","FERREÑAFE","MANUEL ANTONIO MESONES MURO","AV. SAN ISIDRO LABRADOR NRO. 201",,,
"1151","20396863171","UNIDAD DE GESTION EDUCATIVA LOCAL DE ASCOPE","837","CERCADO LA LIBERTAD","ASCOPE","ASCOPE","JR. GRAU NRO. 1025",,,
"1152","20437350800","HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS","998","AMAZONAS","CHACHAPOYAS","CHACHAPOYAS","PJ. DANIEL ALCIDES CARRION NRO. 440 URB. HOSPITAL REGIONAL VIRGEN DE FATIMA",,,"2025-04-01 17:26:29"
"1153","10806583184","RODRIGUEZ FLORES DEBORA","10806583184","LORETO","MAYNAS","IQUITOS","PSJE. PEREZ DE CUELLAR N°172 - IQUITOS - MAYNAS - LORETO",,,"2025-04-23 14:56:57"
"1154","20602533299","IMPORTACIONES HUARMEY S.A.C.-IHUASAC","20602533299","ANCASH","HUARMEY","HUARMEY","AV. CABO ALBERTO REYES NRO. 119 URB. H.U. ZONA OESTE ANCASH - HUARMEY - HUARMEY",,,
"1155","20208070836","MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ","300873","HUANCAVELICA","TAYACAJA","DANIEL HERNANDEZ","AV. HUANCAVELICA NRO. SN ANEXO MARISCAL CACERES",,,
"1156","20172752323","MUNICIPALIDAD DISTRITAL DE SICAYA","301028","JUNIN","HUANCAYO","SICAYA","CAL.REAL NRO. 1098",,,
"1157","20376082114","ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA","1266","LIMA","LIMA","MAGDALENA DEL MAR","CAL.BERNARDO MONTEAGUDO NRO. 222 RES.",,,"2025-04-03 16:26:01"
"1158","20131257750","SEGURO SOCIAL DE SALUD - RED ASISTENCIAL LORETO","401617- LORETO","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO  120",,,"2025-06-19 17:54:52"
"1159","20257226558","APPLE GLASS PERUANA S.A.C",,"LIMA","LIMA","LURIGANCHO","JR. LAS MAGNOLIAS MZA. G-2 LOTE. 34 URB. LA CAPITANA (PARALELA CAMPOSANTA MAPFRE HUACHIPA) LIMA - LIMA - LURIGANCHO",,,"2025-04-05 16:16:42"
"1160","20521286769","ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL - OEFA","1311","LIMA","LIMA","JESUS MARIA","AV. FAUSTINO SANCHEZ CARRION NRO. 603",,,"2025-04-09 16:06:32"
"1161","20366964437","DIRECCION REGIONAL DE EDUCACION TUMBES","939","TUMBES","TUMBES","TUMBES","AV. TENIENTE VASQUEZ NRO. 392",,,
"1162","20140266575","REGION CUSCO PLAN MERISS INKA","791","CUSCO","CUSCO","WANCHAQ","AV. PEDRO VILCAPAZA NRO. 332 WANCHAQ",,,
"1163","20162368703","MUNICIPALIDAD DISTRITAL DE MOTUPE","301244","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","CAL.TUPAC AMARU NRO. 053",,,
"1164","10234664901","BALDEON SANCHEZ ERNESTINA","10234664901","HUANCAVELICA","ANGARAES","LIRCAY","JR. 27 DE NOVIEMBRE N°246",,,"2025-04-15 14:59:46"
"1165","20557633724","ALIANZA DE ALIMENTOS S.A.",,"LIMA","LIMA","SANTIAGO DE SURCO","CAL.MANUEL OLGUIN NRO. 375 INT. 102 LIMA - LIMA - SANTIAGO DE SURCO",,,
"1166","20608861549","SERVICIO DE MANTENIMIENTO DEL PERÚ SOCIEDAD ANÓNIMA CERRADA - SEMAN PERÚ SAC","200101","LIMA","LIMA","SANTIAGO DE SURCO","CAL.CNEL EP EDMUNDO AGUILAR P NRO. S/N (BASE AEREA LAS PALMAS)",,,
"1167","20487654672","INVERSIONES Y COMERCIO STARMI E.I.R.L.",,"LAMBAYEQUE","CHICLAYO","CHICLAYO","CAL.LOS ESCRITORES NRO. 100 P.J. RICARDO PALMA LAMBAYEQUE - CHICLAYO - CHICLAYO",,,
"1168","20600053401","LUSAN PERU EIRL",,"LIMA","LIMA","SANTIAGO DE SURCO","AV. JAVIER PRADO ESTE NRO. 4473 INT. 702 URB. NEPTUNO (CENTRO EMPRESARIAL OPB 4467 - 4473) LIMA - LIMA - SANTIAGO DE SURCO",,,"2025-04-11 21:13:23"
"1169","20153408191","MARINA DE GUERRA DEL PERU - ESTACIÓN NAVAL DE PUCALLPA","471 - PUCALLPA","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-04-10 18:36:17"
"1170","20131377062","MUNICIPALIDAD DE PUEBLO LIBRE","301270","LIMA","LIMA","PUEBLO LIBRE","AV. VIVANCO NRO. 859","1",,"2025-04-10 21:21:56"
"1171","20201987297","MUNICIPALIDAD PROVINCIAL DE JAEN","300623","CAJAMARCA","JAEN","JAEN","JR. SAN MARTIN NRO. 1371 CERCADO",,,
"1172","20154469941","MUNICIPALIDAD PROVINCIAL MARISCAL NIETO","301481","MOQUEGUA","MARISCAL NIETO","MOQUEGUA","CAL.ANCASH NRO. 275",,,
"1173","20550154065","PROGRAMA NACIONAL DE ALIMENTACIÓN ESCOLAR COMUNITARIA WASI MIKUNA","01456-LAMBAYEQUE","LIMA","LIMA","SANTIAGO DE SURCO","AV. CIRCUNVALACION CLUB EL GOLF LOS INKAS NRO. 208 (PISO 13 - JAVIER PRADO ESTE)",,,"2025-04-12 14:44:18"
"1174","20166871035","MUNICIPALIDAD PROV DE VILCAS HUAMAN","300541","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN","PZA.DE ARMAS NRO. S/N",,,
"1175","20153408191","MARINA DE GUERRA DEL PERU","471- DIRECCIÓN GENERAL DE COMUNICACIÓN E INTERESES MARÍTIMOS","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA",,,"2025-04-15 15:13:15"
"1176","20573205759","UNIDAD EJECUTORA 309 EDUCACION LAURICOCHA","01541","HUANUCO","LAURICOCHA","JESUS","AV. LEONCIO PRADO MZA. K1 LOTE. 01 (CUADRA 10.MODULO I-PISO 03-CENTRO CIVICO)",,,
"1177","20606732288","MULTISERVICIOS ALESSIA E.I.R.L.",,"LIMA","LIMA","CARABAYLLO","JR. JOSE PARDO NRO. 410 P.J. EL PROGRESO 1ER SECT. LIMA - LIMA - CARABAYLLO",,,
"1178","20507920722","PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF","1160- PUCHANA (LORETO)","LIMA","LIMA","PUEBLO LIBRE","AV. SAN MARTIN NRO. 685 (ALT.ESPALDA HOSPITAL SANTA ROSA)",,,"2025-04-23 16:19:27"
"1179","20601103720","CORPORACION GALIAGA S.A.C.","20601103720","LIMA","LIMA","CERCADO DE LIMA","JR. CALLAO NRO. 316 INT. 8 CERCADO DE LIMA LIMA - LIMA - LIMA",,,
"1180","20153408191","MARINA DE GUERRA DEL PERU -CITEN","471- INSTITUTO DE EDUCACIÓN SUPERIOR  TECNOLÓGICO NAVAL (CITEN)","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1181","20393919290","UNIDAD DE GESTION EDUCATIVA LOCAL DE ATALAYA","1507","UCAYALI","ATALAYA","RAYMONDI","CAL.URUBAMBA LOTE. S/N DPTO. 16 (FRENTE A LA PLAZA 29 DE MAYO)",,,
"1182","10743614734","QUISPE HILACHOQUE KAREM ALINA","10743614734","LIMA","LIMA","LIMA","POR CONFIRMAR",,,
"1183","20605925520","W & M SIRYCATA S.A.C.","20605925520","LIMA","LIMA","CHORRILLOS","MZA. K2 LOTE. 5 A.H. SAN GENARO LIMA - LIMA - CHORRILLOS",,,
"1184","20153408191","MARINA DE GUERRA DEL PERU - DIRECCION DE INTELIGENCIA CALLAO","471-DIRECCION DE INTELIGENCIA CALLAO","CALLAO","CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-04-25 20:54:48"
"1185","20438607553","UNIDAD DE GESTION EDUCATIVA LOCAL PACASMAYO","836","HUANCAYO","HUANCAYO","JUNÍN","A DOS CUADRAS DE LA PLAZA DE ARMAS.",,,"2025-06-11 15:30:32"
"1186","20153408191","MARINA DE GUERRA DEL PERU- ESTADO MAYOR GENERAL DE LA MARINA","471-ESTADO MAYOR GENERAL DE LA MARINA","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1187","20306484479","ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI HUANCAYO","1017 - HUANCAYO","LIMA","LIMA","SAN ISIDRO","AV. PASEO DE LA REPUBLICA NRO. 3135",,,
"1188","20207747204","MUNICIPALIDAD DISTRITAL DE SARIN","301195","LA LIBERTAD","SANCHEZ CARRION","SARIN","JR. COLON NRO. 765",,,
"1189","20551553729","HOSPITAL DE HUAYCAN","1528","LIMA","LIMA","ATE","AV. JOSE C. MARIATEGUI UCV 42 NRO. . A.H. HUAYCAN ZONA B",,,"2025-05-08 13:52:46"
"1190","20153408191","MARINA DE GUERRA DEL PERU","471-ESCUADRÓN AERONAVAL DEL CALLAO","CALLAO","CALLAO","PROV.CONST.DEL CALLAO","LA PERLA",,,
"1191","20607461636","GROALB SOCIEDAD ANONIMA CERRADA","20607461636","PIURA","PIURA","PIURA","MZA. B LOTE. 35 URB. SANTA MARGARITA 5 ETAPA",,,"2025-06-14 16:37:41"
"1192","20610221883","V & E NORT CAPITAL E.I.R.L.","20610221883","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","MZA. Q LOTE. 1 URB. EL OBELISCO",,,"2025-05-16 00:02:35"
"1193","10431627936","MAYTA LEON DIANA CAROLINA","10431627936","Piura","Piura","Sullana",,,,
"1194","20501701956","METAX INDUSTRIA Y COMERCIO S.A.C.","20501701956","LIMA","LIMA","SANTIAGO DE SURCO","CAL.MCAL.CACERES NRO. 112 URB. CERCADO (A 2 CDRAS.PLAZA DE ARMAS DE SURCO)",,,
"1195","20487251713","INVERSIONES GENERALES A & CJ S.A.C.",,"Lima","Lima","Lima","-",,,
"1196","20610468943","COMERCIAL R&C QUIROZ E.I.R.L","20610468943","LIMA","LIMA","PUENTE PIEDRA","CAL.EL TRABAJO MZA. C LOTE. 14 URB. EL TARO",,,"2025-10-21 19:45:08"
"1197","20232544920","DIRECCION REGIONAL DE EDUCACION PUNO","910","PUNO","PUNO","PUNO","JR. BUSTAMANTE DUEñAS NRO. S N URB. CHANU CHANU 2DA ETAPA (CERCA AL CERRO HUAYNA PUCARA)",,,
"1198","20541499050","DISTRIBUIDORA YEMERSA E.I.R.L.","20541499050","JUNIN","CHANCHAMAYO","CHANCHAMAYO","AV. LA RIVERA NRO. 783 URB. PAMPA HUASAHUASI (2 CDRAS ESSALUD)",,,
"1199","20153408191","MARINA DE GUERRA DEL PERU - HIDROGRAFÍA Y NAVEGACIÓN CALLAO","471 - HIDROGRAFÍA Y NAVEGACIÓN CALLAO","CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,
"1200","20131257750","SEGURO SOCIAL DE SALUD - RED ASISTENCIAL JAEN","JAÉN","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO. 120",,,"2025-05-29 15:12:27"
